"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Offers"
"836",0.4,"AGSL","VS2","F"," ",NA,"None",FALSE,"4.81x4.79x2.87","Excellent","Russia","Radiant","Very good",NA,"1",NA
"837",0.41,"AGSL","VS2","G"," ",58.5,"None",NA,"4.93x4.92x2.88","Very good","Australia","Pear","Excellent",60,"1",NA
"844",0.44,"AGSL","SI1","F"," ",61.7,"Faint",NA,"4.9x4.86x3.01","Excellent","Angola","Round","Excellent",58,"1",NA
"860",0.41,"AGSL","SI1","E"," ",62.7,NA,NA,"4.79x4.77x3","Excellent","Canada","Round","Excellent",53,"1",NA
"861",0.6,"AGSL","VS1","M"," ",62.4,"Faint",NA,"5.37x5.32x3.34","Excellent","Russia","Oval ","Very good",NA,"1",NA
"877",0.51,"AGSL","SI1","K"," ",NA,"None",NA,"5.14x5.13x3.18","Excellent","Russia","Asscher","Excellent",NA,"1",NA
"878",0.43,"AGSL","VS1","H"," ",61.9,"None",NA,"4.85x4.84*3","Excellent","Russia","Princess","Excellent",58,"1",NA
"880",0.4,"AGSL","VS2","F"," ",60.9,"Faint",FALSE,"4.82x4.79x2.93","Excellent","Russia","Round","Excellent",NA,"1",NA
"889",0.46,"AGSL","SI2","E"," ",60,"None",NA,"4.98x5x3"," ","Russia","Round"," ",61,"1",NA
"903",0.51,"AGSL","VS2","K"," ",62,"Faint",NA,"5.13x5.09x3.17","Very good","Russia","Oval","Very good",NA,"1",NA
"905",0.54,"GemEx","VS2","L"," ",60.4,"None",NA,"5.3x5.27x3.19","Excellent","Australia","Oval","Excellent",59,"1",NA
"913",0.41,"NA","VS2","F"," ",62.3,"Faint",NA,"4.78x4.77x2.97","Excellent","Australia","Round","Excellent",NA,"1",NA
"916",0.46,"AGSL","SI2","D"," ",63.9,"None",NA,"4.86x4.89x3.12"," ","Russia","Round"," ",NA,"1",NA
"919",0.4,"AGSL","VS2","E"," ",62,NA,NA,"4.76x4.73x2.94","Excellent","Russia","Round","Very good",58,"1",NA
"922",0.61,"AGSL","VS1","M"," ",61.5,"None",NA,"5.48X5.45x3.36","Excellent","Russia","Round","Very good",NA,"1",NA
"923",0.46,"AGSL","SI2","F"," ",62.6,NA,FALSE,"4.94x4.95x3.1"," ","DR Congo","Round"," ",54,"1",NA
"926",0.44,"AGSL","VS1","H"," ",NA,"None",NA,"4.89x4.87x3.06","Excellent","DR Congo","Round","Excellent",NA,"1",NA
"929",0.46,"AGSL","SI2","H"," ",63.2,"None",NA,"4.86x4.89x3.08"," ","Canada","Emerald"," ",NA,"1",NA
"930",0.45,"AGSL","SI1","I"," ",62.7,"None",FALSE,"4.88x4.9x3.06"," ","Russia","Round"," ",55,"1",NA
"935",0.42,"AGSL","SI1","D"," ",62.2,"None",NA,"4.81x4.78x2.98","Excellent","Australia","Pear","Very good",56,"1",NA
"938",0.6,"AGSL","SI2","L"," ",59.9,"None",NA,"5.51x5.49x3.3","Excellent","Botswana","Round","Excellent",NA,"2",NA
"946",0.41,"AGSL","VS2","E"," ",62.7,NA,NA,"4.77x4.73x2.98","Excellent","Australia","Round","Very good",57,"1",NA
"948",0.46,"AGSL","SI2","G"," ",60.7,"None",FALSE,"4.97x5.01x3.03"," ","Canada","Pear"," ",61,"1",NA
"951",0.54,"AGSL","I1","E"," ",61.7,"None",NA,"5.25x5.23x3.23","Very good","Canada","Round","Very good",60,"1",NA
"953",0.45,"NA","SI2","D"," ",60.6,"None",NA,"4.98x4.96x3.01","Excellent","Canada","Round","Very good",59,"1",NA
"961",0.53,"AGSL","SI1","K"," ",62.4,"None",NA,"5.2x5.18x3.24","Excellent","Russia","Princess","Excellent",NA,"1",NA
"962",0.41,"AGSL","SI1","D"," ",61.2,"Faint",NA,"4.81x4.77x2.93","Excellent","Russia","Round","Excellent",59,"1",NA
"964",0.4,"AGSL","VVS1","F"," ",NA,"Faint",TRUE,"4.73x4.7*2.94","Very good","Zimbabwe","Emerald","Very good",NA,"1",NA
"965",0.46,"AGSL","SI2","H"," ",62.4,"None",NA,"4.89x4.93x3.07"," ","Russia","Round"," ",NA,"1",NA
"966",0.4,"AGSL","VS1","E"," ",61.4,"None",NA,"4.73x4.7x2.9","Excellent","Russia","Pear","Very good",56,"1",NA
"967",0.4,"AGSL","VS1","D"," ",62.8,"None",NA,"4.7x4.68x2.94","Very good","Botswana","Radiant","Very good",59,"1",NA
"968",0.41,"AGSL","VS2","E"," ",61.9,"Medium Bl..",NA,"4.78x4.76x2.95","Excellent","Russia","Round","Excellent",57,"1",NA
"970",0.45,"AGSL","SI1","F"," ",NA,"None",FALSE,"4.94X4.92x3.03","Excellent","Russia","Oval","Excellent",59,"1",NA
"977",0.4,"AGSL","VS1","D"," ",63.6,"None",NA,"4.68x4.65x2.97","Excellent","Botswana","Round","Very good",56,"1",NA
"978",0.4,"GemEx","VS1","D"," ",63.8,"None",NA,"4.69x4.65x2.98","Very good","Angola","Pear","Very good",NA,"1",NA
"981",0.4,"AGSL","VS1","D"," ",60.2,NA,NA,"4.78x4.76x2.87","Very good","South Africa","Marquise","Very good",62,"1",NA
"983",0.42,"AGSL","VS1","F"," ",61.5,"None",NA,"4.81x4.8x2.96","Excellent","Australia","Princess","Excellent",59,"1",NA
"985",0.45,"AGSL","SI2","E"," ",NA,"None",NA,"4.9x4.89x3.04","Excellent","Russia","Round","Excellent",58,"1",NA
"988",0.46,"AGSL","SI2","H"," ",62.2,NA,NA,"4.93x4.95x3.07"," ","South Africa","Asscher"," ",57,"1",NA
"989",0.43,"AGSL","VS2","E"," ",61.8,"None",NA,"4.84x4.83x2.99","Excellent","Russia","Princess","Excellent",59,"1",NA
"992",0.51,"AGSL","SI2","I"," ",60.1,"Faint",NA,"5.21x5.17x3.12","Excellent","Angola","Asscher","Excellent",NA,"1",NA
"994",0.44,"AGSL","SI1","D"," ",60.3,NA,NA,"4.89x4.92x2.96"," ","Russia","Oval "," ",60,"1",NA
"1000",0.5,"AGSL","SI2","G"," ",62.4,"Medium Bl..",NA,"5.08x5.03x3.16","Very good","Russia","Radiant","Very good",NA,"1",NA
"1008",0.44,"AGSL","VS2","E"," ",NA,"Strong Bl..",NA,"4.9x4.89*3.06","Excellent","Australia","Emerald","Excellent",NA,"1",NA
"1009",0.4,"AGSL","VS2","D"," ",61.1,"None",NA,"4.76x4.73x2.9","Very good","Russia","Asscher","Very good",56,"1",NA
"1011",0.41,"AGSL","VS2","E"," ",61.8,"None",NA,"4.77x4.75x2.94","Excellent","Russia","Pear","Excellent",NA,"1",NA
"1016",0.54,"AGSL","VS2","K"," ",NA,NA,FALSE,"5.22x5.19x3.23","Excellent","DR Congo","Round","Excellent",57,"2",NA
"1017",0.5,"AGSL","SI2","H"," ",NA,"None",FALSE,"5.08x5.02x3.18","Very good","Russia","Princess","Very good",57,"1",NA
"1021",0.54,"AGSL","VS1","K"," ",60.7,"Faint",NA,"5.28x5.25x3.19","Excellent","Canada","Round","Excellent",58,"1",NA
"1023",0.44,"AGSL","SI1","D"," ",62,"Faint",NA,"4.86x4.88x3.02"," ","Angola","Round"," ",NA,"1",NA
"1030",0.4,"GemEx","VS2","D"," ",61.1,"Faint",FALSE,"4.75x4.73x2.9","Excellent","Russia","Princess","Very good",NA,"1",NA
"1031",0.4,"AGSL","VS2","D"," ",62.4,"None",NA,"4.72x4.7x2.94","Very good","Australia","Radiant","Very good",57,"1",NA
"1032",0.4,"AGSL","VS2","D"," ",60.9,"Faint",NA,"4.77x4.74x2.9","Very good","Russia","Oval","Excellent",NA,"1",NA
"1036",0.51,"AGSL","VS2","J"," ",61.8,NA,NA,"5.16x5.13x3.18","Excellent","Australia","Round","Excellent",NA,"1",NA
"1037",0.54,"AGSL","I1","D"," ",61.8,"Faint",NA,"5.24x5.22x3.23","Excellent","Russia","Round","Very good",58,"1",NA
"1046",0.6,"AGSL","VS2","L"," ",NA,NA,NA,"5.42x5.39x3.29","Very good","Botswana","Radiant","Very good",NA,"1",NA
"1047",0.5,"AGSL","SI2","G"," ",62.8,"Faint",NA,"5.07x5.04x3.18","Very good","Botswana","Marquis","Excellent",58,"1",NA
"1048",0.44,"AGSL","VVS2","F"," ",62.5,"None",NA,"4.89x4.87x3.05","Excellent","Russia","Round","Excellent",NA,"1",NA
"1049",0.41,"AGSL","VS2","E"," ",NA,NA,NA,"4.75x4.72x2.95","Excellent","Russia","Round","Excellent",58,"1",NA
"1058",0.4,"AGSL","VS1","D"," ",62.6,"Faint",NA,"4.74x4.73x2.96","Excellent","Russia","ROUND","Excellent",NA,"1",NA
"1061",0.4,"AGSL","SI1","G"," ",62.3,"None",NA,"4.73x4.74x2.95","Excellent","Angola","Round","Excellent",NA,"1",NA
"1064",0.61,"AGSL","SI2","K"," ",61.9,"Strong Bl..",NA,"5.45x5.42x3.36","Excellent","Botswana","Emerald","Excellent",NA,"1",NA
"1067",0.6,"NA","I1","G"," ",62.6,"None",NA,"5.38x5.36x3.36","Very good","Russia","Round","Good",57,"1",NA
"1069",0.55,"GemEx","SI1","J"," ",62.1,"Faint",NA,"5.24x5.22x3.25","Excellent","Russia","Round","Excellent",58,"1",NA
"1080",0.41,"AGSL","SI1","G"," ",62.2,"None",TRUE,"4.74x4.78x2.96","Excellent","Angola","Round","Excellent",NA,"1",NA
"1085",0.46,"AGSL","SI1","E"," ",NA,"None",NA,"4.95x4.99x3.09"," ","Botswana","Round"," ",NA,"1",NA
"1102",0.5,"AGSL","SI1","F"," ",57.3,"Strong Bl..",NA,"5.22x5.19x2.99","Very good","Russia","Princess","Excellent",NA,"1",NA
"1108",0.6,"AGSL","VS1","L"," ",61.8,"Faint",FALSE,"5.4x5.39x3.34","Excellent","Russia","Round","Very good",59,"1",NA
"1109",0.46,"AGSL","SI2","E"," ",61.2,"None",NA,"4.95x5x3.04"," ","Russia","Round"," ",58,"1",NA
"1111",0.51,"AGSL","SI2","G"," ",62.5,NA,NA,"5.1x5.07x3.18","Excellent","DR Congo","Round","Excellent",58,"1",NA
"1114",0.5,"GemEx","SI2","F"," ",NA,"Faint",NA,"5.11x5.08x3.09","Excellent","Russia","Emerald","Very good",NA,"1",NA
"1117",0.6,"NA","SI1","K"," ",62.7,"None",NA,"5.39x5.37x3.37","Excellent","Russia","Emerald","Excellent",NA,"1",NA
"1118",0.53,"AGSL","SI2","G"," ",61.5,"Faint",NA,"5.21x5.18x3.2","Excellent","Russia","Round","Excellent",59,"2",NA
"1119",0.7,"AGSL","SI2","L"," ",NA,"Medium Bl..",NA,"5.75x5.72x3.46","Excellent","Canada","Round","Excellent",NA,"1",NA
"1120",0.5,"AGSL","VS1","I"," ",63.8,"Strong Bl..",NA,"5.05x5.02x3.21","Very good","Other/Unknown","Round","Very good",55,"1",NA
"1121",0.46,"AGSL","VS2","G"," ",62.3,"None",NA,"4.94x4.96x3.08"," ","Russia","Pear"," ",57,"1",NA
"1127",0.72,"AGSL","SI1","M"," ",62.5,NA,NA,"5.76x5.72x3.59","Excellent","Angola","Princess","Excellent",NA,"1",NA
"1131",0.4,"AGSL","VS1","D"," ",61.8,"None",FALSE,"4.67x4.71x2.9","Very good","Canada","Round","Very good",59,"1",NA
"1135",0.5,"AGSL","SI2","E"," ",63,"None",NA,"5.07x5.02x3.18","Excellent","Canada","Oval","Good",57,"1",NA
"1140",0.43,"NA","SI1","D"," ",60.6,"None",NA,"4.85x4.89x2.95","Very good","Other/Unknown","Round","Very good",58,"1",NA
"1149",0.6,"AGSL","VS2","J"," ",63.4,"None",NA,"5.31x5.3x3.36","Very good","Canada","Marquise","Very good",60,"1",NA
"1154",0.62,"AGSL","SI1","K"," ",61.3,"None",NA,"5.52x5.5x3.38","Excellent","Russia","Marquise","Excellent",57,"1",NA
"1159",0.5,"AGSL","SI2","D"," ",63.4,"Faint",FALSE,"5.08*5.01x3.2","Excellent","Australia","Oval ","Good",56,"1",NA
"1165",0.54,"AGSL","SI2","G"," ",NA,NA,NA,"5.2x5.18x3.24","Excellent","Canada","Pear","Excellent",57,"1",NA
"1166",0.5,"AGSL","SI2","E"," ",61.8,"None",NA,"5.1x5.07x3.15","Very good","Russia","Round","Very good",57,"1",NA
"1167",0.52,"AGSL","SI2","F"," ",NA,"Faint",NA,"5.17*5.15x3.2","Excellent","Canada","Radiant","Excellent",NA,"1",NA
"1169",0.41,"GemEx","IF","G"," ",59,"Medium Bl..",NA,"4.8x4.9x2.86","Good","Zimbabwe","Radiant","Good",59,"1",NA
"1173",0.62,"AGSL","VS2","K"," ",61.8,"None",NA,"5.49x5.46x3.38","Excellent","Botswana","Round","Excellent",58,"1",NA
"1177",0.72,"AGSL","VS1","M"," ",NA,"Strong Bl..",NA,"5.75x5.72x3.56","Very good","Russia","Asscher","Excellent",NA,"1",NA
"1187",0.61,"AGSL","VS1","K"," ",61.8,"Faint",NA,"5.43x5.38x3.34","Very good","South Africa","Pear","Very good",57,"1",NA
"1192",0.5,"AGSL","SI2","E"," ",61.4,"None",NA,"5.13x5.08x3.14","Excellent","Russia","Radiant","Excellent",57,"1",NA
"1199",0.53,"AGSL","SI2","F"," ",NA,"None",NA,"5.2x5.17x3.21","Excellent","Zimbabwe","Round","Excellent",58,"1",NA
"1209",0.5,"AGSL","VVS2","I"," ",61.5,"None",FALSE,"5.07x5.05x3.11","Very good","DR Congo","Round","Very good",59,"1",NA
"1210",0.5,"AGSL","VVS2","I"," ",NA,"None",NA,"5.1x5.07X3.15","Very good","South Africa","Radiant","Very good",NA,"1",NA
"1212",0.5,"AGSL","SI1","F"," ",64.5,"Faint",NA,"4.98x4.95x3.2","Very good","Canada","Radiant","Excellent",60,"1",NA
"1219",0.52,"NA","VS2","I"," ",62.5,"None",NA,"5.14x5.12x3.21","Excellent","Canada","Round","Excellent",NA,"1",NA
"1222",0.52,"GemEx","SI2","F"," ",NA,"None",NA,"5.14x5.16x3.23"," ","Botswana","Round"," ",NA,"1",NA
"1225",0.5,"AGSL","SI2","D"," ",61.4,"Faint",NA,"5.11x5.08x3.13","Excellent","DR Congo","Round","Very good",61,"1",NA
"1234",0.55,"AGSL","VVS1","J"," ",61.5,"Medium Bl..",NA,"5.31x5.28x3.26","Excellent","Australia","Emerald","Excellent",58,"1",NA
"1236",0.5,"AGSL","VS1","G","Very good",63.4,"None",NA,"4.96x5.03x3.17","Very good","Australia","Round","Good",NA,"1",NA
"1239",0.72,"AGSL","SI2","K"," ",62.4,"Strong Bl..",NA,"5.77x5.73x3.59","Excellent","Australia","Round","Excellent",NA,"1",NA
"1247",0.56,"AGSL","SI1","I"," ",NA,"None",NA,"5.32x5.35x3.24","Good","Russia","Round","Very good",59,"1",NA
"1251",0.5,"AGSL","SI1","D"," ",60.8,"Medium Bl..",NA,"5.11x5.06x3.09","Very good","Russia","ROUND","Good",58,"1",NA
"1253",0.53,"AGSL","SI1","G"," ",62.3,"Medium Bl..",NA,"5.2x5.18x3.23","Excellent","Russia","Oval ","Excellent",57,"1",NA
"1254",0.52,"AGSL","SI2","D"," ",62.3,"Strong Bl..",NA,"5.14x5.12x3.2","Excellent","Russia","Round","Excellent",59,"1",NA
"1256",0.72,"AGSL","SI1","L"," ",61.5,"None",NA,"5.78x5.75x3.55","Very good","Australia","Round","Excellent",NA,"1",NA
"1257",0.55,"AGSL","SI2","F"," ",61.1,"None",NA,"5.32x5.3x3.25","Excellent","Botswana","Princess","Excellent",57,"1",NA
"1260",0.7,"AGSL","SI1","K"," ",NA,NA,NA,"5.57x5.55x3.5","Excellent","South Africa","Round","Very good",61,"1",NA
"1271",0.5,"AGSL","SI1","E"," ",63.6,"None",NA,"5x4.98x3.18","Very good","Botswana","Emerald","Very good",NA,"1",NA
"1278",0.51,"AGSL","SI1","G"," ",60,"None",NA,"5.22x5.2x3.13","Excellent","Canada","Round","Excellent",60,"1",NA
"1291",0.53,"AGSL","VS1","I"," ",NA,"None",NA,"5.18x5.16x3.22","Excellent","Russia","Round","Excellent",57,"1",NA
"1298",0.5,"AGSL","SI1","F"," ",59.4,"None",NA,"5.21x5.19x3.09","Excellent","DR Congo","Round","Excellent",61,"2",NA
"1300",0.56,"AGSL","SI2","H","Very good",64,"None",NA,"5.18x5.24x3.33","Very good","Russia","Round","Very good",58,"1",NA
"1302",0.6,"AGSL","SI1","H"," ",62.7,"Very Smal..",NA,"5.39x5.35x3.37","Very good","Botswana","Emerald","Very good",58,"1",NA
"1303",0.52,"AGSL","VS2","H"," ",64.2,"None",FALSE,"5.05*5.02x3.23","Excellent","Canada","Marquise","Very good",NA,"1",NA
"1306",0.6,"AGSL","SI2","H","Very good",63.4,"None",NA,"5.34x5.36x3.39","Very good","Botswana","Round","Very good",NA,"1",NA
"1310",0.7,"AGSL","SI1","K"," ",62,"Medium Bl..",NA,"5.7x5.67x3.53","Excellent","Australia","Round","Very good",59,"1",NA
"1312",0.5,"AGSL","SI1","E"," ",60.5,"Medium Bl..",NA,"5.18x5.15x3.12","Very good","Australia","Round","Excellent",60,"1",NA
"1314",0.5,"NA","VS2","H"," ",NA,"None",NA,"5.11x5.08x3.11","Excellent","South Africa","Emerald","Very good",NA,"1",NA
"1316",0.6,"GemEx","SI2","G"," ",63.3,"None",NA,"5.31x5.28x3.35","Very good","Russia","Round","Very good",60,"1",NA
"1322",0.51,"AGSL","VS2","H"," ",62.3,"Medium Bl..",NA,"5.14x5.08x3.19","Very good","Russia","Emerald","Very good",NA,"1",NA
"1327",0.7,"AGSL","IF","L"," ",59.6,"None",NA,"5.77x5.73x3.43","Very good","Russia","Round","Very good",60,"1",NA
"1328",0.51,"AGSL","SI1","G","Very good",63.9,"None",NA,"5.04x5.07x3.23","Excellent","DR Congo","Radiant","Excellent",NA,"1",NA
"1331",0.51,"AGSL","SI1","G","Very good",63.6,"None",NA,"5.05x5.07x3.22","Excellent","Australia","Round","Excellent",NA,"1",NA
"1333",0.53,"AGSL","SI1","F"," ",62.5,"None",NA,"5.22x5.17x3.25","Very good","Australia","Round","Very good",56,"1",NA
"1334",0.71,"AGSL","VS2","K"," ",NA,"Strong Bl..",NA,"5.7x5.65x3.56","Excellent","Russia","Emerald","Excellent",NA,"1",NA
"1335",0.7,"AGSL","SI1","K"," ",62.8,"None",NA,"5.68x5.64x3.56","Excellent","DR Congo","Round","Very good",56,"1",NA
"1337",0.7,"AGSL","VS2","K"," ",61.8,NA,NA,"5.7x5.63x3.5","Excellent","Russia","Round","Very good",60,"1",NA
"1341",0.7,"AGSL","SI1","K"," ",61.6,"None",NA,"5.7x5.65x3.5","Very good","Russia","Round","Very good",55,"1",NA
"1344",0.5,"GemEx","SI1","E"," ",NA,NA,NA,"5.04x4.99x3.19","Excellent","Russia","Round","Very good",58,"1",NA
"1345",0.7,"AGSL","SI1","K"," ",61.3,"None",NA,"5.68x5.65x3.48","Excellent","Botswana","Pear","Very good",63,"1",NA
"1349",0.6,"AGSL","SI2","H"," ",62.1,"None",FALSE,"5.43x5.4x3.36","Excellent","Australia","Round","Excellent",NA,"1",NA
"1350",0.62,"AGSL","SI2","H"," ",62,"None",NA,"5.48*5.46x3.39","Excellent","Other/Unknown","Princess","Very good",57,"1",NA
"1351",0.6,"AGSL","SI2","G","Very good",NA,"Faint",NA,"5.34x5.39x3.36","Excellent","Canada","Princess","Excellent",56,"1",NA
"1354",0.51,"AGSL","SI1","F"," ",61.9,"Faint",FALSE,"5.08x5.12x3.16"," ","South Africa","Round"," ",NA,"1",NA
"1360",0.6,"AGSL","SI2","G"," ",62.7,NA,NA,"5.41x5.37x3.38","Excellent","Other/Unknown","Princess","Very good",NA,"1",NA
"1371",0.5,"AGSL","SI1","E"," ",62.4,NA,NA,"5.11x5.07x3.18","Very good","Botswana","Round","Very good",57,"1",NA
"1379",0.5,"AGSL","SI1","F"," ",61.4,NA,NA,"5.1x5.13x3.14"," ","Russia","Round"," ",57,"1",NA
"1383",0.53,"AGSL","SI1","F"," ",61.7,"None",NA,"5.2-5.18x3.2","Excellent","Canada","Princess","Excellent",58,"1",NA
"1392",0.5,"AGSL","VS2","G"," ",62.6,"None",NA,"5.03x5.05x3.15"," ","Angola","Princess"," ",62,"1",NA
"1394",0.53,"NA","SI1","E"," ",61.7,"Medium Bl..",NA,"5.23x5.21x3.22","Excellent","Other/Unknown","ROUND","Very good",57,"1",NA
"1405",0.6,"AGSL","SI2","F"," ",61.7,NA,NA,"5.38x5.42x3.33"," ","Russia","Round"," ",58,"2",NA
"1406",0.51,"NA","SI1","F"," ",62.3,"None",NA,"5.12x5.16x3.2"," ","Australia","Round"," ",NA,"1",NA
"1410",0.54,"AGSL","SI2","D"," ",60.5,"Faint",NA,"5.28x5.27x3.19","Excellent","Russia","Round","Excellent",NA,"1",NA
"1416",0.51,"AGSL","SI1","D"," ",62.6,NA,NA,"5.06x5.05x3.17","Excellent","South Africa","Round","Good",61,"1",NA
"1425",0.5,"AGSL","SI1","D"," ",62.5,"None",NA,"5.09x5.07x3.18","Very good","Russia","Radiant","Very good",NA,"1",NA
"1426",0.5,"AGSL","SI1","D"," ",62.1,"None",NA,"5.09x5.07x3.15","Very good","Russia","Round","Very good",NA,"1",NA
"1430",0.54,"AGSL","SI1","F"," ",62.3,NA,NA,"5.22x5.19x3.24","Excellent","DR Congo","Marquise","Excellent",NA,"1",NA
"1433",0.52,"AGSL","VS2","H"," ",61.3,"Faint",NA,"5.22x5.19x3.19","Excellent","Russia","Marquise","Excellent",58,"1",NA
"1434",0.6,"AGSL","SI2","H"," ",62.3,"None",NA,"5.38x5.42x3.36"," ","Australia","Round"," ",56,"1",NA
"1438",0.58,"AGSL","VS1","I"," ",NA,"Faint",NA,"5.38x5.37x3.27","Excellent","Russia","Round","Excellent",NA,"1",NA
"1445",0.5,"AGSL","SI1","D"," ",61.1,"None",NA,"5.15x5.12x3.13","Very good","Russia","Round","Very good",NA,"1",NA
"1447",0.62,"AGSL","VVS2","J"," ",62.1,"None",NA,"5.48x5.45x3.4","Excellent","Russia","Princess","Excellent",57,"1",NA
"1448",0.53,"AGSL","SI1","E"," ",NA,"None",NA,"5.2x5.18x3.2","Very good","DR Congo","Emerald","Very good",58,"1",NA
"1451",0.54,"AGSL","VS2","H"," ",62.4,"None",NA,"5.22x5.2x3.25","Excellent","Angola","Marquise","Excellent",57,"1",NA
"1457",0.64,"AGSL","SI2","G"," ",62.5,NA,NA,"5.5x5.47x3.43","Very good","Angola","Round","Very good",58,"1",NA
"1460",0.5,"NA","SI1","D"," ",59,"None",NA,"5.26x5.23x3.09","Excellent","Russia","Round","Excellent",58,"1",NA
"1461",0.62,"AGSL","SI2","F","Excellent",61.2,"None",NA,"5.46x5.51*3.36","Very good","Botswana","Round","Very good",NA,"1",NA
"1467",0.5,"AGSL","VS2","E"," ",NA,"Faint",NA,"5.02x4.99x3.23","Very good","Canada","Oval","Very good",56,"1",NA
"1470",0.54,"AGSL","VS2","H"," ",60,"None",NA,"5.3x5.28x3.17","Excellent","Russia","Round","Excellent",59,"1",NA
"1475",0.7,"AGSL","VS2","J"," ",63.4,"None",NA,"5.65x5.57x3.55","Excellent","Botswana","Round","Good",59,"1",NA
"1480",0.6,"AGSL","SI2","E"," ",57.7,"None",NA,"5.56x5.54x3.2","Excellent","Russia","Round","Very good",64,"1",NA
"1482",0.5,"AGSL","SI1","D"," ",59.3,"None",NA,"5.22x5.19x3.09","Excellent","Australia","Asscher","Very good",NA,"1",NA
"1497",0.5,"AGSL","VS2","E"," ",NA,"None",NA,"5.06x5.02x3.21","Excellent","DR Congo","Oval","Very good",NA,"1",NA
"1498",0.51,"AGSL","VS2","F"," ",62,"Medium Bl..",NA,"5.16x5.15x3.2","Very good","Canada","Emerald","Excellent",NA,"2",NA
"1504",0.54,"NA","VS2","G"," ",60.1,"None",NA,"5.29x5.27x3.17","Excellent","DR Congo","Princess","Very good",61,"1",NA
"1508",0.52,"AGSL","VS2","G"," ",62.1,"None",NA,"5.17x5.15x3.2","Excellent","Australia","Round","Excellent",NA,"1",NA
"1510",0.63,"AGSL","SI1","H"," ",61,"None",TRUE,"5.53x5.5x3.36","Very good","Angola","Emerald","Very good",62,"1",NA
"1518",0.64,"AGSL","SI2","F"," ",59.2,NA,NA,"5.6x5.63x3.32"," ","Angola","Cushion"," ",NA,"1",NA
"1519",0.51,"AGSL","VS2","F"," ",60.2,"Medium Bl..",NA,"5.21x5.19x3.13","Very good","Angola","Oval","Very good",59,"1",NA
"1521",0.5,"GemEx","VS2","E"," ",59.4,"None",NA,"5.17x5.18x3.08"," ","DR Congo","Round"," ",NA,"1",NA
"1528",0.54,"GemEx","SI1","E"," ",61.1,"None",NA,"5.27X5.25x3.21","Excellent","South Africa","Round","Excellent",58,"1",NA
"1530",0.52,"AGSL","VS2","G"," ",NA,"Faint",NA,"5.24x5.26x3.11"," ","Australia","Round"," ",NA,"1",NA
"1535",0.55,"AGSL","SI1","F"," ",62.7,"None",NA,"5.24x5.26x3.29"," ","Canada","Radiant"," ",NA,"1",NA
"1541",0.6,"AGSL","VS1","I"," ",63.4,"None",NA,"5.37x5.35x3.4","Very good","Botswana","Pear","Very good",55,"1",NA
"1547",0.5,"AGSL","VS1","E"," ",63.7,"None",NA,"5.04x4.95x3.18","Excellent","Angola","Round","Very good",NA,"1",NA
"1549",0.51,"AGSL","VS2","E"," ",62.2,"Medium Bl..",NA,"5.12x5.11x3.18","Excellent","Botswana","Round","Excellent",56,"1",NA
"1550",0.5,"AGSL","VS2","F"," ",NA,"None",NA,"5.15x5.17x3.08"," ","Russia","Round"," ",NA,"1",NA
"1552",0.53,"AGSL","VS2","G"," ",59.7,"None",NA,"5.33+5.3x3.17","Excellent","Russia","Round","Very good",NA,"1",NA
"1558",0.5,"AGSL","VVS2","G"," ",62.4,"None",NA,"5.06x5.02x3.15","Excellent","DR Congo","Princess","Very good",56,"1",NA
"1562",0.6,"AGSL","SI1","G","Very good",62.8,NA,NA,"5.35x5.37*3.37","Very good","Russia","Round","Excellent",58,"1",NA
"1570",0.91,"NA","SI2","M"," ",NA,"Medium Bl..",NA,"6.19x6.14x3.86","Excellent","Botswana","Uncut","Excellent",NA,"1",NA
"1571",0.6,"AGSL","VS2","I"," ",NA,"None",NA,"5.4x5.42x3.39"," ","Angola","Emerald"," ",NA,"1",NA
"1579",0.51,"AGSL","VS2","G"," ",NA,"None",NA,"5.13x5.16x3.16"," ","Botswana","Radiant"," ",56,"1",NA
"1590",0.6,"AGSL","SI1","E"," ",64.4,"Medium Bl..",NA,"5.33x5.28x3.42","Excellent","Botswana","Princess","Good",55,"1",NA
"1594",0.72,"AGSL","I1","E"," ",61.2," ",NA,"5.72x5.76x3.51","Very good","Botswana","Round","Very good",59,"1",NA
"1595",0.51,"AGSL","VS1","G"," ",62.3,"None",NA,"5.14x5.12x3.2","Excellent","Russia","Round","Excellent",NA,"1",NA
"1597",0.53,"AGSL","VS2","G"," ",62.3,NA,NA,"5.16x5.17x3.22"," ","Russia","Asscher"," ",57,"1",NA
"1602",0.6,"AGSL","VS1","I"," ",62.3," ",NA,"5.39x5.42x3.37","Excellent","Russia","Oval","Very good",NA,"1",NA
"1608",0.55,"AGSL","VS2","G"," ",62.2,"Faint",NA,"5.26x5.23x3.26","Excellent","Russia","Emerald","Excellent",55,"1",NA
"1609",0.71,"AGSL","I1","F"," ",59.7,"None",NA,"5.78x5.77x3.45","Very good","Australia","Round","Good",60,"1",NA
"1611",0.64,"AGSL","SI2","E"," ",63.2,"None",NA,"5.49x5.47x3.46","Excellent","Russia","Round","Excellent",56,"1",NA
"1612",0.51,"AGSL","VVS1","G"," ",62.1,"Medium Bl..",NA,"5.15x5.13x3.19","Excellent","Russia","Pear","Excellent",NA,"1",NA
