"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail"
"206",0.42,"AGSL","SI1","J"," ",NA,"None",FALSE,"4.81x4.8x2.98","Excellent","Canada","Radiant","Excellent",NA,"1","$ 790","$ 1,300"
"207",0.41,"AGSL","SI2","I"," ",61.4,"Medium Bl..",FALSE,"4.75x4.74x2.92","Excellent","Angola","Round","Very good",60,"1","$ 790","$ 1,300"
"208",0.4,"AGSL","SI2","I"," ",63,"Medium Bl..",FALSE,"4.71x4.69x2.96","Excellent","Russia","Uncut","Very good",NA,"1","$ 395","$ 395"
"212",0.41,"AGSL","SI2","H"," ",58.9,"None",FALSE,"4.88x4.86x2.87","Very good","DR Congo","Round","Excellent",59,"1","$ 795","$ 1,190"
"213",0.4,"AGSL","SI2","I"," ",62.6,"None",FALSE,"4.72x4.74x2.96"," ","Russia","Round"," ",56,"1","$ 800","$ 1,320"
"214",0.4,"AGSL","SI2","E"," ",62.7,NA,FALSE,"4.66x4.7x2.94"," ","Botswana","Round"," ",56,"1","$ 800","$ 1,025"
"215",0.4,"AGSL","SI2","E"," ",64.7,"None",FALSE,"4.55x4.59x2.95"," ","Botswana","Round"," ",NA,"1","$ 800","$ 1,280"
"216",0.4,"AGSL","VS2","I"," ",NA,"Medium Bl..",FALSE,"4.66x4.61x2.99","Very good","Botswana","Round","Very good",55,"1","$ 800","$ 1,165"
"217",0.4,"NA","SI2","E"," ",62.2,"Medium Bl..",FALSE,"4.72x4.74x2.94"," ","Russia","Round"," ",57,"1","$ 630","$ 1,080"
"218",0.4,"AGSL","SI2","E"," ",63.4,"None",FALSE,"4.62x4.64x2.94"," ","Russia","Round"," ",56,"1","$ 800","$ 1,320"
"219",0.4,"NA","SI2","E"," ",63.2,"None",FALSE,"4.65x4.69x2.95"," ","Canada","Cushion"," ",57,"1","$ 720","$ 1,220"
"221",0.4,"GemEx","SI2","E"," ",NA,NA,FALSE,"4.66x4.7x2.97"," ","Russia","Emerald"," ",NA,"2","$ 800","$ 1,225"
"223",0.47,"AGSL","I1","F"," ",60.1,NA,FALSE,"5.02x5.05x3.02","Very good","Russia","Round","Faint",56,"1","$ 800","$ 1,110"
"224",0.4,"GemEx","SI2","F"," ",60,NA,FALSE,"4.81x4.83x2.89"," ","Zimbabwe","Round"," ",NA,"1","$ 800","$ 455"
"225",0.4,"AGSL","SI2","E"," ",62.8,"None",FALSE,"4.67x4.69x2.94"," ","Russia","Oval"," ",NA,"1","$ 800","$ 1,320"
"226",0.4,"AGSL","SI2","E"," ",62.5,"None",FALSE,"4.61x4.64x2.89"," ","Australia","Round"," ",NA,"1","$ 800","$ 1,320"
"228",0.4,"GemEx","SI2","E"," ",62.4,"None",FALSE,"4.7x4.72x2.94"," ","Botswana","Princess"," ",57,"1","$ 800","$ 1,300"
"231",0.4,"AGSL","SI2","E"," ",60.8,"None",FALSE,"4.76x4.77x2.9"," ","Russia","Round"," ",58,"1","$ 800","$ 1,320"
"234",0.4,"AGSL","SI2","E"," ",63.5,"None",FALSE,"4.64x4.66x2.95"," ","Canada","Princess"," ",55,"1","$ 800","$ 1,320"
"236",0.4,"GemEx","SI2","E"," ",60.2,"None",FALSE,"4.79x4.82x2.89"," ","Zimbabwe","Round"," ",NA,"1","$ 800","$ 1,320"
"237",0.4,"AGSL","VS2","J"," ",62.3,"None",FALSE,"4.74x4.72x2.95","Very good","Russia","Oval","Excellent",58,"1","$ 800","$ 1,320"
"240",0.41,"AGSL","SI2","H"," ",60.9,"None",FALSE,"4.81x4.78x2.92","Very good","Russia","Oval","Very good",59,"1","$ 805","$ 1,330"
"241",0.4,"AGSL","SI2","F"," ",62.5,NA,FALSE,"4.73x4.68x2.94","Excellent","Zimbabwe","Asscher","Very good",NA,"1","$ 810","$ 980"
"242",0.4,"AGSL","VS1","J"," ",NA,"None",FALSE,"4.7x4.67x2.99","Excellent","Australia","Round","Excellent",NA,"1","$ 810","$ 1,335"
"243",0.4,"AGSL","SI1","H"," ",64.6,"None",FALSE,"4.66x4.59x2.99","Very good","Botswana","Round","Good",55,"1","$ 810","$ 985"
"247",0.4,"AGSL","SI2","H"," ",62.7,"None",FALSE,"4.72x4.7x2.95","Very good","Canada","Pear","Very good",55,"1","$ 810","$ 1,335"
"249",0.4,"AGSL","SI2","H"," ",61.7,NA,FALSE,"4.67x4.73x2.9"," ","Canada","Marquise"," ",NA,"1","$ 810","$ 1,045"
"250",0.41,"AGSL","VS2","J"," ",62.2,"None",FALSE,"4.8x4.77x2.98","Excellent","Canada","Round","Excellent",NA,"1","$ 810","$ 1,335"
"251",0.41,"AGSL","VS2","J"," ",61.7,"None",FALSE,"4.79x4.76x2.94","Excellent","Russia","Round","Excellent",58,"1","$ 810","$ 1,335"
"252",0.42,"AGSL","SI1","J"," ",59.7,"None",FALSE,"4.91x4.88*2.93","Excellent","Russia","Round","Excellent",58,"1","$ 810","$ 1,335"
"253",0.4,"AGSL","SI2","G"," ",NA,NA,FALSE,"4.78x4.75x2.82","Very good","Russia","Round","Very good",64,"1","$ 810","$ 1,300"
"254",0.4,"NA","SI2","H"," ",61,"None",FALSE,"4.82x4.8x2.93","Very good","Botswana","Round","Excellent",58,"1","$ 645","$ 1,020"
"255",0.4,"NA","SI2","F"," ",61.2,"None",FALSE,"4.71x4.7x2.88","Very good","Russia","Round","Very good",60,"1","$ 635","$ 895"
"256",0.41,"AGSL","VS2","J"," ",61.4,"None",FALSE,"4.79x4.76x2.93","Excellent","Russia","Asscher","Excellent",59,"1","$ 810","$ 1,335"
"257",0.41,"AGSL","SI2","I"," ",61.6,"None",FALSE,"4.81x4.79x2.96","Very good","Canada","Oval ","Very good",59,"1","$ 625","$ 1,335"
"258",0.42,"AGSL","SI2","I"," ",63.5,"None",FALSE,"4.73x4.76x3.01"," ","Russia","Round"," ",56,"1","$ 810","$ 1,335"
"259",0.45,"AGSL","SI2","J"," ",60.5,"None",FALSE,"4.99x4.95x3.01","Very good","Other/Unknown","Oval","Very good",59,"1","$ 815","$ 1,340"
"260",0.41,"AGSL","VS1","J"," ",62.4,"Strong Bl..",FALSE,"4.77x4.75x2.97","Excellent","Botswana","Radiant","Excellent",NA,"1","$ 815","$ 1,320"
"261",0.42,"AGSL","SI2","H"," ",62.2,"Faint",FALSE,"4.79-4.78+2.98","Excellent","Russia","Round","Very good",57,"1","$ 815","$ 1,340"
"263",0.4,"AGSL","SI2","E"," ",NA,"None",FALSE,"4.6x4.57x3","Very good","Botswana","Round","Good",63,"1","$ 815","$ 1,295"
"265",0.4,"AGSL","SI1","I"," ",63.4,"None",FALSE,"4.67x4.65x2.95","Very good","DR Congo","Princess","Very good",NA,"1","$ 820","$ 1,335"
"266",0.4,"AGSL","SI1","G"," ",64.1,"None",FALSE,"4.64x4.63x2.97","Very good","Botswana","Oval","Very good",59,"1","$ 820","$ 1,265"
"267",0.4,"AGSL","SI1","I"," ",63.7,"Faint",FALSE,"4.67x4.63x2.96","Very good","Botswana","Emerald","Very good",55,"2","$ 820","$ 1,170"
"269",0.4,"AGSL","SI1","G"," ",61.1,"Strong Bl..",FALSE,"4.79x4.77x2.92","Excellent","Russia","Princess","Good",58,"1","$ 820","$ 1,355"
"270",0.41,"AGSL","VS2","J"," ",61.5,"None",FALSE,"4.81x4.78x2.95","Excellent","Botswana","ROUND","Excellent",58,"1","$ 820","$ 1,260"
"271",0.41,"AGSL","SI2","E"," ",NA,"None",FALSE,"4.76x4.77x2.99"," ","Russia","Round"," ",56,"1","$ 820","$ 1,355"
"275",0.4,"AGSL","SI1","G"," ",64.3,"None",FALSE,"4.63x4.59x2.96","Very good","Russia","Marquise","Very good",58,"1","$ 820","$ 1,355"
"276",0.4,"AGSL","VS2","I"," ",62.6,"Medium Bl..",FALSE,"4.74x4.71x2.96","Very good","South Africa","Round","Excellent",56,"1","$ 825","$ 1,345"
"277",0.44,"AGSL","I1","F"," ",62.5,NA,FALSE,"4.83x4.86x3.03","Very good","DR Congo","Round","Very good",57,"1","$ 825","$ 1,315"
"278",0.4,"AGSL","SI1","H"," ",64,"Medium Bl..",FALSE,"4.66x4.65x2.98","Very good","Russia","Round","Excellent",57,"1","$ 825","$ 1,355"
"279",0.42,"NA","SI2","G"," ",62.7,"Faint",FALSE,"4.79x4.76x3","Excellent","Russia","Oval","Excellent",NA,"1","$ 745","$ 870"
"280",0.4,"AGSL","SI1","H"," ",63.3,"Faint",FALSE,"4.66x4.62x2.94","Excellent","Canada","Asscher","Excellent",60,"1","$ 825","$ 1,355"
"281",0.4,"AGSL","SI2","I"," ",60.7,"Faint",FALSE,"4.78x4.74x2.89","Excellent","Canada","Round","Excellent",57,"1","$ 825","$ 1,355"
"282",0.4,"AGSL","SI2","F"," ",62.3,"None",FALSE,"4.67x4.72x2.93"," ","South Africa","Round"," ",59,"1","$ 825","$ 1,355"
"283",0.4,"AGSL","VS2","I"," ",NA,"None",FALSE,"4.67x4.62-2.98","Excellent","Botswana","Round","Very good",57,"1","$ 825","$ 1,115"
"285",0.4,"AGSL","SI2","F"," ",58,NA,FALSE,"4.85x4.82x2.81","Very good","Angola","Round","Very good",61,"1","$ 825","$ 1,340"
"286",0.4,"AGSL","SI1","H"," ",63.7,"None",FALSE,"4.68x4.65x2.97","Excellent","DR Congo","Round","Excellent",58,"1","$ 825","$ 1,200"
"287",0.4,"AGSL","SI2","G"," ",63.9,"None",FALSE,"4.64x4.66x2.97"," ","Australia","Round"," ",58,"1","$ 825","$ 1,355"
"288",0.42,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.72x4.76x3.04"," ","DR Congo","Round"," ",NA,"1","$ 825","$ 1,110"
"289",0.4,"AGSL","SI2","G"," ",63.2,"None",FALSE,"4.62x4.67x2.94"," ","Russia","Round"," ",NA,"1","$ 825","$ 1,355"
"290",0.4,"AGSL","SI1","I"," ",61.9,"None",FALSE,"4.76x4.72x2.94","Excellent","Russia","Round","Excellent",57,"1","$ 830","$ 1,370"
"291",0.4,"AGSL","SI1","I"," ",61.1,"None",FALSE,"4.76x4.75x2.91","Excellent","Other/Unknown","Round","Excellent",59,"1","$ 830","$ 1,370"
"294",0.41,"GemEx","SI1","I"," ",61.2,NA,FALSE,"4.82x4.8x2.94","Good","Canada","ROUND","Very good",NA,"1","$ 830","$ 1,355"
"295",0.4,"AGSL","SI1","I"," ",59.7,NA,FALSE,"4.8x4.76x2.85","Very good","South Africa","Round","Good",61,"1","$ 830","$ 985"
"297",0.4,"AGSL","VS2","I"," ",NA,NA,FALSE,"4.66x4.65x2.89","Excellent","Angola","Round","Excellent",NA,"1","$ 835","$ 1,145"
"298",0.4,"GemEx","SI2","F"," ",61.7,"None",FALSE,"4.72x4.68x2.9","Very good","DR Congo","Round","Very good",58,"1","$ 835","$ 1,280"
"300",0.4,"AGSL","VS2","I"," ",NA,NA,FALSE,"4.67x4.66x2.97","Very good","Australia","Radiant","Very good",57,"1","$ 835","$ 1,325"
"303",0.4,"AGSL","SI1","G"," ",61.5,"Medium Bl..",FALSE,"4.78x4.75x2.93","Very good","Russia","Round","Very good",56,"1","$ 835","$ 1,375"
"304",0.4,"AGSL","SI2","D"," ",60.7,"Strong Bl..",FALSE,"4.77x4.8x2.91"," ","Australia","Round"," ",58,"1","$ 835","$ 1,375"
"306",0.51,"AGSL","SI1","M"," ",62.6,NA,FALSE,"5.12x5.09x3.2","Very good","Botswana","Round","Excellent",NA,"2","$ 840","$ 1,120"
"307",0.5,"AGSL","SI2","L"," ",62.3,"None",FALSE,"5.08x5.04x3.15","Very good","Canada","Radiant","Very good",57,"1","$ 840","$ 1,385"
"311",0.4,"AGSL","VVS1","I"," ",64.1,NA,FALSE,"4.62x4.61x2.96","Excellent","Angola","Cushion","Very good",60,"1","$ 840","$ 1,385"
"312",0.42,"AGSL","VS2","J"," ",62,"Medium Bl..",FALSE,"4.83x4.81x2.99","Excellent","Canada","Round","Excellent",57,"1","$ 840","$ 1,390"
"313",0.4,"AGSL","SI1","F"," ",61.5,"None",FALSE,"4.67x4.65x2.87","Good","Russia","ROUND","Very good",NA,"1","$ 840","$ 1,390"
"314",0.4,"AGSL","SI2","H"," ",59.1,"None",FALSE,"4.82x4.83x2.85"," ","Australia","Princess"," ",NA,"1","$ 840","$ 1,390"
"317",0.41,"AGSL","SI1","G"," ",60.8,"Faint",FALSE,"4.86x4.85x2.95","Very good","Russia","Princess","Excellent",56,"1","$ 840","$ 1,390"
"318",0.4,"AGSL","SI1","I"," ",62.4,"Faint",FALSE,"4.74x4.7x2.95","Excellent","DR Congo","Round","Very good",58,"1","$ 840","$ 1,375"
"322",0.4,"AGSL","SI1","G"," ",63.8,"None",FALSE,"4.68x4.66x2.98","Very good","Russia","Round","Very good",56,"1","$ 845","$ 1,395"
"323",0.4,"AGSL","SI1","G"," ",63.1,"None",FALSE,"4.7x4.68X2.96","Excellent","Botswana","Round","Excellent",58,"1","$ 845","$ 1,375"
"324",0.45,"AGSL","SI1","J"," ",NA,"None",FALSE,"4.92x4.9x3.04","Excellent","Botswana","Oval","Excellent",NA,"1","$ 845","$ 1,380"
"326",0.41,"AGSL","SI2","F"," ",61.6,"None",FALSE,"4.73x4.77x2.93"," ","South Africa","Oval"," ",58,"1","$ 845","$ 1,215"
"327",0.41,"GemEx","VS2","I"," ",61.6,"Medium Bl..",FALSE,"4.78x4.76x2.94","Very good","Russia","Round","Excellent",58,"1","$ 845","$ 1,390"
"328",0.41,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.86x4.83X2.92","Excellent","Botswana","Round","Very good",NA,"1","$ 845","$ 1,365"
"329",0.4,"AGSL","VS2","I"," ",62.4,"None",FALSE,"4.73x4.7x2.94","Very good","Russia","Round","Very good",57,"1","$ 845","$ 1,395"
"330",0.4,"AGSL","SI1","G"," ",62.3,"Medium Bl..",FALSE,"4.67x4.66x2.91","Very good","Russia","Round","Very good",58,"1","$ 845","$ 1,395"
"331",0.4,"AGSL","SI2","G"," ",61.9,"None",FALSE,"4.7x4.74x2.92"," ","Russia","Round"," ",NA,"1","$ 845","$ 1,395"
"332",0.4,"AGSL","SI2","G"," ",62,"None",FALSE,"4.72x4.68x2.91","Excellent","Zimbabwe","Round","Very good",58,"1","$ 845","$ 1,380"
"333",0.4,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.8x4.79x2.86","Excellent","South Africa","Oval","Excellent",61,"1","$ 845","$ 1,355"
"334",0.4,"AGSL","VS2","I"," ",63.5,"None",FALSE,"4.67x4.63x2.95","Good","Australia","Round","Good",58,"1","$ 845","$ 1,395"
"335",0.42,"AGSL","SI2","H"," ",61.3,"None",FALSE,"4.86x4.84x2.97","Excellent","Botswana","Round","Excellent",56,"1","$ 850","$ 1,225"
"338",0.4,"AGSL","VVS1","J"," ",62.2,"Faint",FALSE,"4.74x4.72x2.94","Very good","Australia","Princess","Excellent",57,"1","$ 850","$ 1,400"
"339",0.4,"AGSL","SI1","H"," ",62.7,"Strong Bl..",FALSE,"4.72x4.67x2.94","Very good","Russia","Round","Very good",57,"1","$ 850","$ 1,400"
"340",0.4,"AGSL","SI1","H"," ",58.9,"None",FALSE,"4.86x4.83x2.85","Excellent","Russia","Round","Very good",60,"1","$ 850","$ 1,400"
"342",0.4,"AGSL","SI1","H"," ",63.8,"None",FALSE,"4.66x4.63x2.96","Very good","Australia","Round","Very good",58,"1","$ 850","$ 1,400"
"343",0.42,"AGSL","SI2","G"," ",61.5,"None",FALSE,"4.83x4.8x2.96","Excellent","South Africa","Oval","Very good",58,"1","$ 855","$ 1,400"
"344",0.41,"AGSL","SI2","F"," ",62.3,"None",FALSE,"4.75x4.72x2.95","Excellent","Russia","Pear","Very good",57,"1","$ 855","$ 1,410"
"345",0.4,"AGSL","SI2","I"," ",62.5,"None",FALSE,"4.7x4.74x2.95"," ","Russia","Round"," ",56,"1","$ 855","$ 1,410"
"346",0.4,"AGSL","VVS1","I"," ",62.7,"None",FALSE,"4.63x4.61x2.9","Very good","Russia","Princess","Very good",NA,"1","$ 855","$ 1,410"
"348",0.41,"AGSL","SI2","D"," ",63.5,"None",FALSE,"4.67x4.7x2.97"," ","Australia","Round"," ",57,"1","$ 855","$ 1,410"
"349",0.41,"GemEx","SI1","J"," ",NA,"None",FALSE,"4.73x4.76x2.98"," ","Russia","Round"," ",NA,"1","$ 855","$ 1,410"
"350",0.4,"NA","VVS1","I"," ",64.1,NA,FALSE,"4.64x4.63x2.97","Very good","South Africa","Princess","Excellent",58,"1","$ 785","$ 830"
"351",0.4,"GemEx","SI1","F"," ",62.4,"Strong Bl..",FALSE,"4.73x4.7x2.94","Very good","Russia","Round","Very good",58,"1","$ 855","$ 1,410"
"353",0.4,"GemEx","SI1","H"," ",61.5,NA,FALSE,"4.76x4.72x2.91","Very good","South Africa","Emerald","Very good",60,"1","$ 860","$ 1,150"
"354",0.4,"NA","VS2","I"," ",NA,"None",FALSE,"4.74x4.72x2.93","Excellent","Botswana","ROUND","Excellent",NA,"1","$ 765","$ 1,210"
"355",0.4,"AGSL","SI2","F"," ",61.8,"None",FALSE,"4.73x4.75x2.93"," ","Russia","Radiant"," ",NA,"1","$ 860","$ 1,420"
"356",0.4,"AGSL","VS2","I"," ",63.1,NA,FALSE,"4.66x4.63x2.93","Very good","Canada","Marquise","Excellent",59,"1","$ 860","$ 645"
"358",0.4,"AGSL","VS2","I"," ",NA,"Faint",FALSE,"4.74x4.7x2.93","Excellent","Botswana","Round","Very good",NA,"1","$ 860","$ 1,415"
"360",0.4,"AGSL","SI2","F"," ",61.1,"None",FALSE,"4.73x4.75x2.9"," ","Australia","Round"," ",59,"1","$ 860","$ 1,420"
"363",0.4,"AGSL","SI1","H"," ",62.7,"None",FALSE,"4.71x4.68x2.94","Very good","Russia","Radiant","Very good",58,"1","$ 860","$ 1,420"
"364",0.4,"AGSL","SI2","F"," ",NA,"None",FALSE,"4.68x4.72x2.94"," ","Botswana","Round"," ",NA,"1","$ 860","$ 1,365"
"365",0.4,"GemEx","SI1","H"," ",63.1,"None",FALSE,"4.7x4.68x2.96","Very good","Angola","Asscher","Very good",NA,"1","$ 860","$ 1,420"
"367",0.42,"AGSL","SI2","F"," ",NA,"None",FALSE,"4.86x4.88x2.96"," ","South Africa","Round"," ",NA,"1","$ 865","$ 1,385"
"368",0.52,"AGSL","I1","I"," ",NA,"None",FALSE,"5.11x5.07x3.2","Very good","Russia","Round","Very good",60,"1","$ 865","$ 1,430"
"369",0.42,"NA","SI2","G"," ",61.1,"None",FALSE,"4.84x4.81x2.95","Very good","Russia","Princess","Excellent",58,"1","$ 680","$ 1,115"
"371",0.41,"AGSL","VVS2","J"," ",61.9,"None",FALSE,"4.78x4.77x2.95","Excellent","Russia","Emerald","Excellent",58,"1","$ 865","$ 1,430"
"372",0.41,"GemEx","SI2","G"," ",59.5,NA,TRUE,"4.86x4.84x2.89","Excellent","DR Congo","Round","Excellent",59,"1","$ 865","$ 90"
"374",0.41,"AGSL","SI2","G"," ",62.4,NA,FALSE,"4.76x4.79x2.98"," ","Botswana","Round"," ",NA,"1","$ 865","$ 1,265"
"375",0.41,"AGSL","SI2","G"," ",63.3,"None",FALSE,"4.67x4.74x2.98"," ","Russia","Marquis"," ",57,"1","$ 750","$ 1,430"
"377",0.41,"AGSL","SI1","I"," ",59.9,"Medium Bl..",FALSE,"4.86x4.83x2.9","Excellent","Australia","Round","Excellent",60,"1","$ 865","$ 1,425"
"378",0.41,"NA","SI2","G"," ",62.7,"Medium Bl..",FALSE,"4.72x4.75+2.97"," ","South Africa","Round"," ",56,"1","$ 745","$ 1,225"
"379",0.41,"AGSL","VS2","I"," ",NA,"None",FALSE,"4.76x4.73x2.95","Excellent","Canada","Emerald","Very good",58,"1","$ 865","$ 1,430"
"381",0.42,"AGSL","SI2","G"," ",62.7,"Medium Bl..",FALSE,"4.78x4.76x2.99","Excellent","Australia","Radiant","Excellent",NA,"1","$ 865","$ 1,425"
"382",0.42,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.7x4.75*2.98"," ","Botswana","Marquise"," ",57,"1","$ 865","$ 1,370"
"384",0.41,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.7x4.73x2.96"," ","Russia","Round"," ",58,"1","$ 865","$ 1,430"
"385",0.4,"AGSL","VS2","I"," ",61.8,"None",FALSE,"4.7x4.68x2.9","Very good","Botswana","Oval","Excellent",60,"1","$ 870","$ 1,265"
"386",0.4,"NA","SI2","E"," ",62.6,"None",FALSE,"4.71x4.73x2.96"," ","Canada","Round"," ",56,"1","$ 865","$ 845"
"387",0.43,"AGSL","SI2","H"," ",61.4,"None",FALSE,"4.86x4.84x2.98","Very good","Russia","Round","Very good",NA,"1","$ 870","$ 1,430"
"390",0.4,"AGSL","VS2","H"," ",65.2,"None",FALSE,"4.64x4.59x3.01","Very good","Australia","Round","Very good",55,"1","$ 870","$ 1,430"
"391",0.4,"AGSL","SI1","F"," ",63.5,"Faint",FALSE,"4.66x4.64x2.95","Very good","Australia","Round","Good",56,"1","$ 870","$ 1,430"
"392",0.4,"AGSL","SI2","E"," ",64,"Faint",FALSE,"4.67x4.65x2.99","Very good","Botswana","Round","Very good",57,"1","$ 870","$ 1,425"
"393",0.4,"AGSL","VS2","I"," ",63,"None",FALSE,"4.72x4.7x2.97","Very good","Canada","Round","Very good",NA,"1","$ 870","$ 1,435"
"394",0.4,"AGSL","VS2","I"," ",63,"None",FALSE,"4.69x4.65x2.94","Very good","Russia","Princess","Very good",58,"1","$ 870","$ 1,435"
"395",0.4,"AGSL","SI2","E"," ",61.7,"None",FALSE,"4.73x4.75x2.92"," ","Canada","Round"," ",59,"1","$ 870","$ 1,430"
"397",0.4,"AGSL","VS2","I"," ",61.2,"Faint",FALSE,"4.72x4.69x2.88","Very good","Russia","Princess","Good",NA,"1","$ 870","$ 1,435"
"398",0.4,"AGSL","SI2","E"," ",62.2,"Faint",FALSE,"4.74x4.77x2.96"," ","Canada","Round"," ",NA,"1","$ 870","$ 1,430"
"400",0.4,"AGSL","VS1","I"," ",62.7,"None",FALSE,"4.71x4.68x2.94","Excellent","Botswana","Round","Very good",56,"1","$ 875","$ 1,400"
"402",0.42,"AGSL","SI2","I"," ",61.4,"Faint",FALSE,"4.83*4.81x2.96","Excellent","Other/Unknown","Oval","Excellent",58,"1","$ 875","$ 1,445"
"403",0.41,"AGSL","SI2","I"," ",62.7,"None",FALSE,"4.74x4.75x2.97"," ","Australia","Emerald"," ",57,"1","$ 875","$ 1,445"
"404",0.43,"NA","SI2","F"," ",61.1,"Medium Bl..",FALSE,"4.83x4.82x2.95","Very good","Russia","Round","Excellent",59,"1","$ 710","$ 1,255"
"405",0.4,"AGSL","SI1","G"," ",63.8,"None",FALSE,"4.68x4.62x2.96","Excellent","Russia","Round","Very good",56,"1","$ 875","$ 1,440"
"406",0.4,"GemEx","SI1","G"," ",NA,"None",TRUE,"4.7x4.68x2.94","Excellent","Angola","Princess","Excellent",NA,"1","$ 875","$ 135"
"408",0.41,"AGSL","SI2","E"," ",62.5,"Medium Bl..",FALSE,"4.76*4.73x2.97","Very good","Russia","Round","Very good",56,"2","$ 875","$ 1,445"
"409",0.42,"AGSL","SI1","I"," ",62.3,"None",FALSE,"4.81x4.78x2.99","Excellent","Australia","Pear","Excellent",57,"1","$ 875","$ 1,440"
"410",0.4,"AGSL","SI1","I"," ",62.4,"None",FALSE,"4.74x4.72x2.95","Excellent","Russia","Asscher","Excellent",NA,"1","$ 875","$ 1,445"
"411",0.4,"GemEx","SI2","I"," ",58.9,"None",FALSE,"4.81x4.83x2.84"," ","Botswana","Round"," ",NA,"1","$ 875","$ 1,440"
"413",0.42,"AGSL","VS1","J"," ",61.7,"None",FALSE,"4.85x4.82x2.98","Excellent","DR Congo","Round","Excellent",57,"1","$ 875","$ 1,370"
"415",0.43,"GemEx","SI1","G"," ",62.3,"None",FALSE,"4.86x4.82x3.02","Very good","Canada","Princess","Excellent",NA,"1","$ 880","$ 1,455"
"416",0.4,"AGSL","SI2","E"," ",NA,"None",FALSE,"4.75x4.72x2.9","Very good","Botswana","Round","Good",NA,"1","$ 880","$ 1,445"
"417",0.4,"AGSL","VS2","H"," ",62.5,"Strong Bl..",FALSE,"4.71x4.64x2.92","Excellent","South Africa","Round","Very good",59,"1","$ 880","$ 1,455"
"418",0.4,"AGSL","VS2","I"," ",61.8,NA,FALSE,"4.75x4.72x2.93","Excellent","Russia","Pear","Excellent",NA,"1","$ 880","$ 1,275"
"424",0.44,"NA","VS2","J"," ",62.3,"Medium Bl..",FALSE,"4.89x4.86x3.04","Excellent","Angola","Round","Excellent",NA,"1","$ 725","$ 1,120"
"425",0.41,"AGSL","VS2","I"," ",NA,"None",FALSE,"4.76x4.73X2.96","Excellent","Australia","Radiant","Good",NA,"1","$ 880","$ 1,450"
"426",0.53,"AGSL","VS2","M"," ",61.8,"None",FALSE,"5.18x5.17x3.2","Good","Canada","Round","Excellent",NA,"1","$ 880","$ 1,450"
"428",0.41,"AGSL","SI2","F"," ",62.8,"Faint",FALSE,"4.72x4.75x2.97"," ","Botswana","Round"," ",NA,"1","$ 880","$ 1,285"
"430",0.4,"AGSL","SI1","F"," ",62.8,"None",FALSE,"4.7x4.67x2.94","Very good","Russia","Emerald","Very good",NA,"1","$ 880","$ 1,455"
"431",0.4,"AGSL","SI1","F"," ",61.7,"None",FALSE,"4.69x4.67x2.89","Very good","DR Congo","Round","Excellent",61,"1","$ 880","$ 1,355"
"432",0.4,"AGSL","SI2","E"," ",61.3,"None",FALSE,"4.76x4.72x2.91","Very good","Canada","Oval","Very good",55,"1","$ 880","$ 1,455"
"433",0.4,"NA","SI2","E"," ",62.9,"None",FALSE,"4.67x4.66x2.93","Very good","Russia","Round","Very good",57,"1","$ 800","$ 1,365"
"434",0.5,"AGSL","VS1","M"," ",58.7,"None",FALSE,"5.19*5.13x3.03","Excellent","Angola","Round","Very good",NA,"1","$ 880","$ 1,445"
"435",0.41,"AGSL","SI2","F"," ",61.6,"None",FALSE,"4.77x4.78x2.95"," ","Russia","Round"," ",56,"1","$ 880","$ 1,455"
"437",0.4,"AGSL","VS2","I"," ",59.9,"None",FALSE,"4.79x4.76x2.86","Very good","Australia","Round","Very good",61,"1","$ 880","$ 1,455"
"438",0.55,"AGSL","SI1","M"," ",62.4,NA,FALSE,"5.25x5.22x3.27","Very good","Australia","Round","Very good",NA,"1","$ 880","$ 1,450"
"439",0.41,"AGSL","SI2","F"," ",61.7,"None",FALSE,"4.75x4.8x2.95"," ","DR Congo","Round"," ",57,"1","$ 880","$ 1,440"
"440",0.4,"AGSL","SI2","F"," ",61.2,"None",TRUE,"4.74x4.76x2.91"," ","Zimbabwe","Radiant"," ",NA,"1","$ 885","$ 210"
"442",0.41,"AGSL","SI2","H"," ",NA,NA,FALSE,"4.74x4.76x2.94"," ","Canada","Round"," ",58,"1","$ 885","$ 1,380"
"443",0.4,"AGSL","SI1","H"," ",62.9,"None",FALSE,"4.72*4.69x2.96","Very good","Russia","Round","Very good",NA,"1","$ 885","$ 1,460"
"444",0.43,"NA","SI2","I"," ",NA,"None",FALSE,"4.86x4.85x2.97","Excellent","Botswana","Round","Excellent",59,"1","$ 700","$ 885"
"445",0.4,"AGSL","SI1","G"," ",NA,NA,FALSE,"4.73x4.71x2.92","Very good","Botswana","Emerald","Excellent",57,"1","$ 885","$ 1,290"
"446",0.42,"AGSL","SI1","I"," ",62.7,"None",FALSE,"4.75x4.74x2.98","Excellent","South Africa","Round","Excellent",NA,"1","$ 885","$ 1,355"
